168.97365218558403,dandelion
162.4830120661326,know
105.6139578429862,one
92.07370683747514,said
89.36565663637293,black
89.36565663637293,ciri
86.65760643527072,eyes
85.95025038943322,time
81.81077721807301,man
81.2415060330663,geralt
81.2415060330663,like
76.73264872954786,rience
70.40930522865746,witcher
64.99320482645304,hand
62.285154625350835,cintra
62.285154625350835,around
59.867212417845195,poet
59.577104424248624,hands
56.869054223146414,heard
56.869054223146414,head
56.869054223146414,fear
54.1610040220442,even
51.45295382094199,yennefer
51.45295382094199,something
51.45295382094199,back
51.45295382094199,little
51.45295382094199,still
49.90659700031606,blood
48.74490361983978,anything
48.74490361983978,see
48.7340377917692,elf
46.03685341873757,master
43.32880321763536,well
42.224917273844135,people
40.62075301653315,come
40.62075301653315,help
38.816242111356935,elves
37.91270281543094,thought
37.91270281543094,ground
36.94680261461362,horse
35.20465261432873,used
35.20465261432873,war
35.20465261432873,long
34.30774528499836,stood
34.30774528499836,knight
32.49660241322652,suddenly
32.49660241322652,going
32.49660241322652,saw
32.49660241322652,way
32.49660241322652,child
32.49660241322652,nothing
32.49660241322652,much
32.49660241322652,true
32.49660241322652,could
32.49660241322652,place
32.49660241322652,truth
32.23619130191664,ballad
31.6686879553831,beneath
31.6686879553831,destiny
31.6686879553831,town
31.6686879553831,red
30.498475944637594,say
29.933606208922598,ballads
29.818879797456006,cloak
29.788552212124312,smiled
29.788552212124312,another
29.788552212124312,enchantress
29.788552212124312,sodden
29.788552212124312,dark
29.788552212124312,arms
29.788552212124312,hold
29.788552212124312,moment
29.788552212124312,let
29.788552212124312,without
29.788552212124312,never
