427.8719317741492,ciri
314.13382332785636,yennefer
238.3084176969945,one
184.1474136749503,know
159.7749618650304,like
144.1746135564686,time
143.52666065841714,going
140.81861045731492,said
132.6944598540083,magician
120.55261980069223,lady
119.15420884849725,eyes
113.73810844629283,want
113.73810844629283,magic
92.07370683747514,hand
83.94955623416851,see
81.2415060330663,well
81.2415060330663,girl
75.82540563086188,right
72.50841105209524,jarre
70.40930522865746,head
67.70125502755525,remember
67.70125502755525,look
67.70125502755525,ask
67.092479544276,nenneke
65.97643324038145,force
64.99320482645304,war
64.99320482645304,long
64.99320482645304,could
64.99320482645304,anything
62.285154625350835,something
62.285154625350835,tell
59.577104424248624,go
59.577104424248624,asked
59.577104424248624,take
59.577104424248624,back
59.577104424248624,without
58.05926125153569,temple
57.15285294512401,ugly
56.869054223146414,please
56.869054223146414,geralt
56.869054223146414,turned
54.1610040220442,thought
54.1610040220442,yes
54.1610040220442,hair
54.1610040220442,come
54.1610040220442,around
54.1610040220442,really
54.1610040220442,never
51.45295382094199,way
51.45295382094199,even
51.45295382094199,day
51.45295382094199,theres
51.45295382094199,away
49.90659700031606,say
48.74490361983978,nothing
48.74490361983978,little
48.74490361983978,enough
48.74490361983978,fingers
48.7340377917692,draw
46.03685341873757,hands
46.03685341873757,knew
46.03685341873757,work
46.03685341873757,black
43.32880321763536,cintra
43.32880321763536,good
43.32880321763536,saw
43.32880321763536,still
42.224917273844135,voice
40.62075301653315,think
40.62075301653315,make
40.62075301653315,looked
40.62075301653315,get
40.62075301653315,let
40.62075301653315,great
38.816242111356935,first
